"Shipping Information","Dodací údaje"
"Shipping Method","Způsob dodání"
"Shipping Methods","Způsob dodání"
"Shipping method has not been selected yet","Ještě jste nevybrali způsob dodání"
"Shipping selection is not applicable","Vybraný způsob dodání nelze použít"
"Shipping to","Poslat na"
"Shopping Cart","Nákupní košík"
"Shopping Cart Sidebar","Postranní lišta košíku"
"Shopping Cart is Empty","Nákupní košík je prázdný"
"Some of the products you requested are not available in the desired quantity","Některé produkty nejsou k dispozici v požadovaném množství"
"Some of the products you requested are unavailable","Některé požadované produkty nejsou k dispozici"
"Sorry, Onepage Checkout is disabled.","Omlouváme se, jednostránkové vyučtování není povoleno."
"Sorry, no quotes are available for this order at this time.","Litujeme, pro tuto objednávku nyní nejsou k dispozici žádné nabídky."
"State/Province","Stát/provincie"
"Status","Stav"
"Store View","Store View"
"Street Address","Ulice"
"Street Address ","Ulice"
"Submitting order information...","Odesílám informace o objednávce..."
"Subtotal","Součet"
"Telephone","Telefon"
"Terms and Conditions Information","Informace o podmínkách"
"Thank you for your purchase!","Děkujeme za Vaší objednávku!"
"There are <a href=""%s""><strong>%s items</strong></a> in your cart.","Zde jsou  <a href=""%s""><strong>%s položky</strong></a> z Vašeho košíku."
"There is <a href=""%s""><strong>1 item</strong></a> in your cart.","Zde je <a href=""%s""><strong>jedna položka</strong></a> z Vašeho košíku."
"There is already a customer registered using this email address","Zákazník s tímto e-mailem už existuje"
"There was an error processing your order. Please contact us or try again later.","Chyba při zpracování objednávky. Prosím zkuste opakovat později, nebo nás kontaktujte."
"This condition no longer exists","Tato podmínka již neexistuje"
"Total","Celkem"
"Total for this address","Celkem na tuto adresu"
"Unit Price","Cena za jednotku"
"Update Qty &amp; Addresses","Aktualizovat množství a adresy"
"Update Shopping Cart","Aktualizovat košík"
"Update Total","Aktualizovat součet"
"Use Billing Address","Použít fakturační adresu"
"We are processing your order and you will soon receive an email with details of the order. Once the order has shipped you will receive another email with a link to track its progress.","Zpracováváme Vaší objednávku a již brzy obdržíte e-mail s jejími detaily.<br/>Jakmile bude odeslána, dostanete další e-mail s odkazem na sledování zásilky."
"You have no items in your shopping cart.","V košíku nejsou žádné položky."
"You will receive an order confirmation email with details of your order and a link to track its progress.","Dostanete e-mail s potvrzením objednávky včetně jejích detailů a odkazu na sledování jejího průběhu."
"Your Checkout Progress","Postup platby"
"Your order # is: %s","Číslo Vaší objednávky je: %s"
"Your order # is: <a href=""%s"">%s</a>","Vaše objednávka # je: <a href=""%s"">%s</a>"
"Your order has been received","Vaše objednávka byla obdržena"
"Your order number is ","Číslo Vaší objednávky je "
"Zip/Postal Code","PSČ"
"separate by "",""","odděleno "","""
"Allow Guest Checkout","Povolit platbu hosta"
"Disable Onepage Checkout","Zakázat jednostránkovou platbu"
"Enable Terms and Conditions","Povolit nastavení"
"Maximum display Recently added item(s)","Zobrazit maximálně ""nedávno přidaných položek"""
"Payment Failed Email Reciever","Adresát e-mailu chybně provedené platby"
"Payment Failed Email Sender","Odesilatel e-mailu chybně provedené platby"
"Payment Failed Emails","E-mail chybně provedené platby"
"Payment Failed Template","Šabloba e-mailu chybně provedené platby"
"Send Payment Failed Email Copy Method","Způsob zaslání e-mailu chybně provedené platby"
"Send Payment Failed Email Copy To","Zaslat kopii e-mailu chybně provedené platby"
"Proceed to Checkout","K pokladně"
"%s was successfully added to your shopping cart.","Produkt %s byl úspěšně přidán do košíku."
"Place Order","Objednat"
"Show Content as","Ukázat obsah jako"
"Coupon code ""%s"" was applied successfully.","Kupón s kódem ""%s"" byl úspěšně použit."
