"Shipping &amp; Handling","Poštovné a balné"
"Shipping &amp; Handling Information","Informace o poštovném a balném"
"Shipping Address","Dodací adresa"
"Shipping Amount","Cena dodání"
"Shipping Information","Dodací údaje"
"Shipping Method","Způsob dodání"
"Shipping Method:","Způsob dopravy:"
"Shipping Refund","Platby za doručení"
"Shopping Cart","Nákupní košík"
"Signed Up From","Odebírat od"
"Sku","Sku"
"Some items have quantities exceeding allowed quantities. Please select a lower quantity to checkout.","Některé položky překračují povolené množství. Vyberte nižší množství pro vyúčtování."
"Some of the products below don't have all the required options. Please remove them and add again with all the required options.","Některé z níže uvedených produktů nemají všechna požadovaná nastavení. Odeberte je prosím a znovu vložte s požadovanými nastaveními."
"Sorry, no quotes are available for this order at this time.","Litujeme, pro tuto objednávku nyní nejsou k dispozici žádné nabídky."
"State/Province","Stát/provincie"
"Status","Stav"
"Store Credit","Store Credit"
"Submit Comment","Odeslat Komentář"
"Submit Credit Memo","Odeslat dobropis"
"Submit Invoice","Odeslat fakturu"
"Submit Order","Odeslat objednávku"
"Submit Shipment","Odeslat zásilku"
"Subscribe to Newsletter","Odebírat zpravodaj"
"Subscribe to Order Status","Odebírat stav objednávky"
"Subtotal","Součet"
"Subtotal after discount","Celkem po slevě"
"TAX/VAT Number","číslo Cla/Daně"
"Tax","Daň"
"Tax :","Daň :"
"Tax Amount","Daně"
"Telephone","Telefon"
"The item %s (SKU %s) doesn't exist in the catalog anymore","Položka %s (SKU %s) již v katalogu neexistuje"
"There are no printable documents related to selected orders","Žádné dokumenty k vytištění pro vybrané objednávky"
"This message will be shown in shopping cart when subtotal after discount less than minimum amount","Tato zpráva se zobrazí v nákopním košíku, pokud bude celkový součen po slevě nižší, než povolená výše."
"This order no longer exists.","Objednávka již neexistuje."
"Title","Nadpis"
"To","Pro"
"To Name","Pro název"
"To:","Pro:"
"Total Due","Odměna celkem"
"Total Paid","Zaplaceno celkem"
"Total Qty","Celkové množství"
"Total Refund","Celkem zaplatit"
"Total Refunded","Celkem zaplaceno"
"Total Tax","Celkem daň"
"Total(ex)","Celkem(bez d.)"
"Total(inc)","Celkem(s d.)"
"Track Order","Sledovat objednávku"
"Track all shipment(s)","Sledovat všechny zásilky"
"Track all shipments","Sledovat všechny zasilky"
"Track this shipment","Sledovat tuto zásilku"
"Track your order","Sledovat Vaší objednávku"
"Tracking","Sledovat"
"Tracking Number","Sledovací číslo"
"Tracking Number(s)","Sledovací číslo(a):"
"Unhold","povolit"
"Unhold order","Povolit objednávku"
"Unknown State","Neznámý stav"
"Unknown Status","Neznámý status"
"Update Changes","Aktualizovat změny"
"Update Qty's","Aktualizovat množství"
"Validate each address separately in multi-address checkout","Ve vyučtování s více adresami potvrdit každou adresu zvlášť"
"View","Zobrazit"
"View All","Zobrazit všechny"
"View Order","Zobrazit objednávku"
"Void","Prázdný"
"Void invoice","Vynulovat fakturu"
"Website","Website"
"Wishlist","Kniha přání"
"You have placed no orders.","Nemáte žádné objednávky."
"ZIP/Post Code","PSČ"
"separate by "",""","oddělené "","""
"Default logo, will be used in PDF and HTML documents.<br />(jpeg, tiff, png)","Výchozí logo, bude použito pro dokumenty PDF a HTML.<br />(jpeg, tiff, png)"
"Display Order ID in Header","Zobrazit ID objednávky v hlavičce"
"Enabled","Povoleno"
"Logo for HTML documents only. If empty, default will be used.<br />(jpeg, gif, png)","Logo pouze pro dokumenty HTMLPOkud bude ponecháno prázdné, bude použito výchozí.<br />(jpeg, gif, png)"
"Logo for HTML print view","Logo pro HTML tiskové náhledy"
"Logo for PDF print-outs (200x50)","Logo pro výpisy PDF (200x50)"
"Multi-address description message","Zpráva pro více adres"
"Multi-address error to show in shopping cart","Chyba více adres zobrazovaná v nákupním košíku"
"PDF Print-outs","PDF výpisy"
"Pending","Čekajicí"
"Send Order Email Copy Method","Způsob odeslání kopie objednávkového e-mailu"
"This message will be shown in shopping cart when subtotal after discount less than minimum amount","Tato zpráva se zobrazí v nákopním košíku, pokud bude celkový součet po slevě nižší, než povolená výše."
"Total %d product(s)","Celkem %d produktů"
"Row Subtotal","Mezisoučet řady"
"Subtotal: ","Mezisoučet:"
"Update Items and Qty's","Aktualizovat položky a jejich množství"
"Customer's Current Activities","Zákazníkova nedávná aktivita"
"Credit Memo # ","Dobropis č."
"Custom Price","Zákaznická cena"
"Total Shipping Charges","Celkové náklady na dopravu"
"Return to Stock","Vrátit do skladu"
"Qty to Refund","Množství k navrácení"
