"Default Values","Výchozí hodnota"
"Default scope","Výchozí rozsah"
"Delete","Smazat"
"Delete Profile","Smazat profil"
"Delete Role","Smazat roli"
"Delete Sitemap","Smazat mapu stránek"
"Delete Store View","Smazat Store View"
"Delete Template","Smazat šablonu"
"Delete Url","Smazat URL"
"Delete User","Smazat uživatele"
"Delete Website","Smazat Website"
"Dependencies","Závislosti"
"Description","Popis"
"Description:","Popis:"
"Design","Vzhled"
"Design change deleted","Změna vzhledu smazána"
"Design change saved","Změna vzhledu uložena"
"Direction:","Směr:"
"Disable","Zakázat"
"Disabled","Neaktivní"
"Discount Amount","Množstevní sleva"
"Display default currency","Zobrazit výchozí měnu"
"Done By:","Hotovo od:"
"Done by:","Hotovo od:"
"Download Remote File","Stáhnout vzdálený soubor"
"Download and Install","Stáhnout a instalovat"
"Downloading and installing $pkg, please wait...","Stahuji a instaluji $pkg, prosím čekejte"
"Drop-down","Drop-down"
"Edit","Upravit"
"Edit Email Template","Upravit šablonu emailu"
"Edit Poll","Upravit anketu"
"Edit Role","Upravit roli"
"Edit Store View","Upravit Store View"
"Edit System Template","Upravit systémovou šablonu"
"Edit Tag","Upravit štítek"
"Edit Template","Upravit šablonu"
"Edit Url","Upravit URL"
"Edit Url #%s","Upravit URL %s"
"Edit User","Upravit uživatele"
"Edit User '%s'","Upravit uživatele '%s'"
"Edit Website","Upravit Website"
"Email","E-mail"
"Email Address:","Emailová adresa:"
"Email Preview","Náhled emailu"
"Email address is empty.","Emailová adresa je prázdná."
"Email:","E-mail:"
"Enable","Povolený"
"Enabled","Aktivní"
"Enclose Values In:","Neuzavřená hodnota v:"
"Entity Type","Typ entity"
"Entity type:","Typ entity:"
"Error uploading the file","Chyba při nahrávání souboru"
"Error while cleared Image cache. Please try again later","Chyba při mazání vyrovnávací paměti (cache) obrázků. Prosím zkuste opakovat později."
"Error while create backup. Please try again later","Chyba při vytváření zálohy. Prosím zkuste opakovat později."
"Error while deleting this role. Please try again later.","Chyba při mazání této role. Prosím zkuste opakovat později."
"Error while deleting this set.","Chyba při mazání této skupiny."
"Error while finished process. Please refresh cache","Chyba při dokončování procesu. Prosím obnovte cache."
"Error while refreshed Catalog Rewrites. Please try again later","Chyba při obnovování katalogových URL. Prosím zkuste opakovat později."
"Error while refreshed Layered Navigation Indices. Please try again later","Chyba při obnovování rejstříku navigace. Prosím zkuste opakovat později."
"Error while saving account. Please try again later","Chyba při ukládání účtu. Prosím zkuste opakovat později."
"Error while saving this configuration: ","Chyba při ukládání tohoto nastavení: "
"Error while saving this role. Please try again later.","Chyba při ukládání této role. Prosím zkuste opakovat později."
"Error while updating selected review(s). Please try again later.","Chyba při aktualizování vybraných recenzí. Prosím zkuste opakovat později."
"Exclude","Vyřadit"
"Exclude (comma separated)","Vyřadit (oddělené čárkou)"
"Expiration Date","Datum platnosti"
"Expiration Date: %s/%s","Datum platnosti: %s/%s"
"Export","Export"
"Export CSV","Export CSV"
"Export Filters","Filtry exportu"
"Export to:","Exportovat do:"
"Export:","Export:"
"Extension","Rozšíření"
"Extension Name","Jméno rozšíření"
"Extensions","Rozšíření"
"FTP Host[:Port]","Server FTP [:Port]"
"Field","Field"
"Field Mapping","Přiřazení pole"
"File","Soubor"
"File %s.ser could not be read","Soubor %s.ser nelze přečíst"
"File Information","Informace o souboru"
"File name:","Jméno souboru:"
"File size should be more than 0 bytes","Velikost souboru musí být větší než 0 bytů."
"Final Price","Konečná cena"
"Finished profile execution.","Profil dokončen."
"First Name","Jméno"
"First Name:","Jméno:"
"Firstname","Jméno"
"Fixed","Opraveno"
"Forgot your password?","Zapomněli jste heslo?"
"Forgot your user name or password?","Zapomněli jste uživatelské jméno nebo heslo?"
"From","Od"
"Gb","Gb"
"General Information","Všeobecné informace"
"Get Image Base64","Obrázek v Base64"
"Get help for this page","Získat nápovědu pro tuto stránku"
"Global Attribute","Globální atributy"
"Global Record Search","Globální hledání záznamu"
"Grand Total","Celkový součet"
"Grid (default) / List","Tabulka (výchozí) / Seznam"
"Grid only","Jenom tabulka"
"Group:","Skupina:"
"Guest","Návštěvník"
"HTTP (unsecure)","HTTP (nezabezpečené)"
"HTTPS (SSL)","HTTPS (SSL)"
"Help Us Keep Magento Healthy - Report All Bugs","Pomozte nám prosím udržovat Magento aktuální - Hlaste všechny chyby"
"Home","Domů"
"ID","ID"
"ID Path","ID cesta"
"IP Address","IP adresa"
"Ignore","Ignorovat"
"Image cache was cleared succesfuly","Cache obrázů byla úspěsně promazána"
"Images","Obrázky"
"Images (.gif, .jpg, .png)","Obrázky (.gif, .jpg, .png)"
"Images Cache","Cache obrázků"
"Import","Import"
"Import Service","Služba import"
"Import/Export","Import/Export"
"Import/Export Advanced","Rozsšířený Import/Export"
"Import/Export Profile","Import/Export Profily"
"Imported <strong>%s</strong> records","Importováno <strong>%s</strong> záznamů"
"In","V"
"In Database:","V databázi:"
"In File:","V souboru:"
"Inactive","Neaktivní"
"Incl. Tax","Incl. Tax"
"Include","Obsahuje"
"Incoming Message","Incoming Message"
"Individual Item","Individuální položka"
"Install","Instalovat"
"Install Package File","Instalovat balíček"
"Installed As","Instalovat jako"
"Installed Extension Info","Informace o instalovaném rozšíření"
"Installed Version","Instalovaná verze"
"Installing $pkg, please wait...","Instaluji $pkg, prosím čekejte..."
"Installing selected packages, please wait...","Instaluji vybrané balíčky, prosím čekejte..."
"Instant Payment Notification (IPN)","Okamžitá notifikace platby (IPN)"
"Interactive","Interaktivní"
"Interface Locale: %s","Rozhraní v jazyce: %s"
"Invalid Import Service Specified","Chybně vybraná importní služba"
"Invalid URL","Chybné URL"
"Invalid Username or Password.","Chybné uživatelské jméno nebo heslo."
"Invalid directory: %s","Chybný adresář: %s"
"Invalid file: %s","Chybný soubor: %s"
"Invalid input data for %s => %s rate","Chybná vstupní data pro %s => %s sazbu"
"Invalid input:","Chybný vstup:"
"Invalid parrent block for this block","Neplatný nadřazený blok pro tento blok"
"Invalid section value","Chybná část hodnoty"
"Invalid store value","Chybně uložená hodnota"
"Invalid website value","Chybně uložená hodnota website"
"Invoice #%s comment added","Komentář k objednávce %s přidán"
"Invoice #%s created","Objednávka #%s vytvořena"
"Invoice History","Historie objednávek"
"Invoice Totals","Objednávky celkem"
"Invoice and shipment was successfully created.","Objednávka a odeslání bylo úspěšně vytvořeno."
"Invoice cancel error.","Chyba zrušení objednávky."
"Invoice capture error","Chyba při přijímání objednávky"
"Invoice void error","Chyba při platbě objednávky"
"Invoice was successfully canceled.","Objednávka byla úspěšně zrušena."
"Invoice was successfully captured","Objednávka byla úspěšně přijata"
"Invoice was successfully created.","Objednávka byla úspěšně vytvořena."
"Invoice was successfully voided","Objednávka byla úspěšně zrušena"
"Issue Number","Problém číslo"
"Issuer: %s","Issuer: %s"
"Items","Položky"
"Kb","Kb"
"Last 24 hours","Posledních 24 hodin"
"Last 5 Orders","Posledních 5 objednávek"
"Last 5 Search Terms","Posledních 5 vyhledávaných výrazů"
"Last 7 days","Posledních sedm dní"
"Last Logged In:","Naposledy přihlášen:"
"Last Month","Poslední měsíc"
"Last Name","Příjmení"
"Last Name:","Příjmení:"
"Lastname","Příjmení"
"Latest Message:","Poslední zpráva:"
"Layered Navigation Indices","Vodítka navigace ve vrstvách"
"Layered Navigation Indices was refreshed succesfuly","Vodítka navigace ve vrstvách byla úspěšně aktualizována"
"Level","Úroveň"
"License","Licence"
"License URI","Licence URI"
"License:","Licence:"
"Lifetime Sales","Průběh prodeje"
"List (default) / Grid","Seznam (výchozí) / Tabulka"
"List only","Pouze seznam"
"Load","Načíst"
"Load Template","Nahrát šablonu"
"Load default template","Nahrát výchozí šablonu"
"Load previously created custom local package information","Načíst informace o předchozích vlastních vytvořených balíčcích "
"Loading...","Nahrávám..."
"Local Server","Lokální server"
"Local/Remote Server","Lokální / vzdálený server"
"Locale","Místo a jazyk"
"Log Out","Odhlásit"
"Log in to Admin Panel","Přihlásit se do administračního panelu"
"Log into Magento Admin Page","Přihlásit se do administračního rozhraní"
"Logged in as %s","Přihlášen jako %s"
"Login","Přihlášení"
"MAJOR","MAJOR"
"MINOR","MINOR"
"MS Excel XML","MS Excel XML"
"Magento Admin","Magento Admin"
"Magento Commerce - Administrative Panel","Magento Commerce - Administrační rozhraní"
"Magento Connect","Magento Connect"
"Magento Connect Manager","Magento Connect Manager"
"Magento Logo","Magento Logo"
"Magento is a trademark of Irubin Consulting Inc. DBA Varien. Copyright &copy; %s Irubin Consulting Inc.","Magento je obchodní známkou Irubin Consulting Inc. DBA Varien.  Copyright &copy; %s Irubin Consulting Inc."
"Magento ver. %s","Magento ver. %s"
"Magento&trade; is a trademark of Irubin Consulting Inc. DBA Varien.<br/>Copyright &copy; %s Irubin Consulting Inc.","Magento je ochranou známkou Irubin Consulting Inc. DBA Varien.<br/>Copyright &copy; %s Irubin Consulting Inc."
"Maintainers","Správci"
"Manage Currency Rates","Spravovat měnové kurzy"
"Manage Customers","Správa zákazníků"
"Manage Installed Extensions","Spravovat instalovaná rozšíření"
"Manage Ratings","Spravovat hodnocení"
"Manage Stores","Spravovat obchody"
"Matched expression","Matched expression"
"Max","Max"
"Maximum","Maximum"
"Mb","Mb"
"Media (.avi, .flv, .swf)","Média (.avi, .flv, .swf)"
"Messages Inbox","Panel příchozích zpráv"
"Min","Min"
"Minimum","Minimum"
"Most Viewed Products","Nejčastěji prohlížené produkty"
"Multiple Select","Vícenásobný výběr"
"My Account","Můj účet"
"N/A","N/A"
"NOTICE","Poznámka"
"Name","Jméno"
"Name on Card","Jméno na kartě"
"Name on the Card: %s","Jméno na kartě: %s"
"Name:","Jméno:"
"New Accounts","Nové účty"
"New Api Key","Nový klíč Api"
"New Customers","Noví zákazníci"
"New Email Template","Nová šablona emailu"
"New Extension","Nové rozšíření"
"New Password","Nové heslo"
"New Profile","Nový profil"
"New Store View","Nový Store View"
"New System Template","Nová systémová šablona"
"New Tag","Nový štítek"
"New Template","Nová šablona"
"New Url","Nové URL"
"New User","Nový uživatel"
"New Website","Nová Website"
"New admin password","Nové heslo administrátora"
"Next page","Další"
"No","Ne"
"No (price without tax)","Ne (cena bez daně)"
"No Data Found","Nenalezena data"
"No Extensions Found","Nenalezeno rozšíření"
"No Templates Found","Nenalezeny šablony"
"No profile","Žádný profil"
"No profile loaded...","Nenačten žádný profil"
"No records found for this period.","Nenalezen záznam pro toto časové období."
"No records found.","Nenalezen záznam."
"No search keywords.","Nenalezeno klíčové slovo."
"No search modules registered","Modul vyhledávání není registrován."
"None","Žádné"
"Notes","Poznámky"
"Notes:","Poznámky:"
"Number of Orders","Počet objednávek"
"Number of Use","Počet použití"
"Number of Uses","Počet uživatelů"
"Number of records:","Počet záznamů:"
"Old rate:","Stará sazba:"
"One of options row has error","One of options row has error"
"Only attributes with scope ""Global"", input type ""Dropdown"" and Use To Create Configurable Product ""Yes"" are available.","Pouze atributy s možností ""Globalní"", vstupním typem ""Rozbalovací nabídka"" a použitelné pro konfigurovatelný produkt ""Ano"" jsou dostupné."
"Only mapped fields","Pouze přiřazená pole"
"Optional","Volitelný"
"Options","Možnosti"
"Order #%s","Objednávka %s"
"Order #%s (%s)","Objednávka č:%s (%s)"
"Order Totals","Objednávka celkem"
"Order confirmation email not sent","Potvrzující e-mail objednávky nebyl odeslán"
"Order confirmation email sent","Potvrzující e-mail objednávky úspěšně odeslán"
"Order not longer exist","Objednávka již neexistuje"
"Order not longer exist.","Objednávka již neexistuje."
"Orders","Objednávky"
"Original Magento attribute names in first row:","Původní Jméno Magento vlastností v prvním řádku:"
"PEAR Configuration was successfully saved","Nastavení PEARu úspěšně uloženo"
"PEAR Console","Konzole PEAR"
"PEAR config","Nastavení PEAR"
"PHP Version","Verze PHP"
"Package","Balík"
"Package %s data was successfully loaded","Balíček %s úspěšně nahrán"
"Package Extensions","Rozšíření balíčků"
"Package Info","Info o balíčku"
"Package Information","Informace o balíčku"
"Packages","Balíčky"
"Page","Stránka"
"Parent Product Thumbnail","Náhled nadřazeného produktu"
"Passive mode","Pasivní mód"
"Password","Heslo"
"Password Confirmation","Potvrzení hesla"
"Password:","Heslo:"
"Path","Cesta"
"Path:","Cesta:"
"PayPal Email","PayPal Email"
"Payment Data Transfer (PDT)","Přenos platebních dat (PDT)"
"Payment method must be specified","Musí být vybrán způsob placení"
"Pending Tags","Čekající štítky"
"Pending installation...","Čekající instalace..."
"Per Item","Na položku"
"Per Order","Na objednávku"
"Percent","Procent"
"Performed At","Provedeno v"
"Period","Období"
"Permissions","Oprávnění"
"Personal Information","Osobní informace"
"Phone:","Telefon:"
"Please confirm site switching. All data that hasn't been saved will be lost.","Potvrďte změnu stránek. Všechna neuložená data budou ztracena."
"Please enter 6 or more characters.","Zadejte prosím 6 nebo více znaků."
"Please enter a number greater than 0 in this field.","Do tohoto pole prosím vložte číslo větší než 0."
"Please enter a valid $ amount. For example $100.00.","Vložte prosím platný obnos $. Například $100,00."
"Please enter a valid URL. For example http://www.example.com or www.example.com","Vložte prosím platnou URL. Například http://www.priklad.cz nebo www.priklad.cz"
"Please enter a valid URL. http:// is required","Vložte prosím platnou URL. http:// je povinné."
"Please enter a valid credit card number.","Vložte prosím platné číslo kreditní karty."
"Please enter a valid date.","Vložte prosím platné datum."
"Please enter a valid email address. For example johndoe@domain.com.","Vložte prosím platnou emailovou adresu. Například josefnovak@domena.cz."
"Please enter a valid number in this field.","Zadejte prosím do tohoto pole platné číslo."
"Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890.","Vložte prosím platné telefonní číslo. Například (123) 456-7890 nebo 123-456-7890."
"Please enter a valid social security number. For example 123-45-6789.","Vložte prosím platné číslo sociálního pojištění. Například 123-45-6789. (Pouze pro USA)"
"Please enter a valid value from list","Vložte prosím platnou hodnotu ze seznamu"
"Please enter a valid value, ex: 10,20,30","Vložte prosím platnou hodnotu. Například: 10, 20, 30"
"Please enter a valid zip code.","Zadejte prosím platné PSČ."
"Please enter a valid zip code. For example 90602 or 90602-1234.","Zadejte prosím platné PSČ. Například 12000."
"Please enter valid password.","Vložte prosím platné heslo."
"Please fill in 'email' field.","Vyplňte pole email."
"Please make sure that all global admin search modules are installed and activated.","Ujistěte se, že globální administrátorský vyhledávací modul je instalován a aktivován."
"Please make sure that your changes were saved before running the profile.","Ujistěte se, že jsou Vaše změny uloženy před spuštěním profilu."
"Please make sure your passwords match.","Ujistěte se prosím, že hesla souhlasí."
"Please select State/Province.","Vyberte prosím stát/provincii."
"Please select a category","Vyberte kategorii"
"Please select a custmer","Vyberte zákazníka"
"Please select a product","Vyberte produkt"
"Please select a store","Vyberte obchod"
"Please select a type","Vyberte typ"
"Please select an option.","Vyberte prosím možnost."
"Please select catalog searches","Vyberte vyhledávání v katalogu"
"Please select customer(s)","Vyberte zákazníky"
"Please select one of the above options.","Vyberte prosím jednu z uvedených možností"
"Please select one of the options.","Vyberte prosím jednu z možností."
"Please select review(s)","Vyberte recenze"
"Please select tag(s)","Vyberte štítky"
"Please specify admin custom URL","Zadejte vlastní URL administrátorského rozhraní"
"Please specify at least start or end date.","Prosím vyberte počáteční nebo koncové datum."
"Please use in this field only ""a-z,0-9,_"".","Lze použít pouze ""a-z, 0-9, _"" "
"Please use letters only (a-z) in this field.","V tomto poli prosím použíjte pouze písmena (a-z)."
"Please use numbers only in this field. please avoid spaces or other characters such as dots or commas.","V tomto poli prosím použíjte pouze číslice. Vyhněte se mezerám a ostatním znakům, jako tečky a čárky."
"Please use only letters (a-z) or numbers (0-9) only in this field. No spaces or other characters are allowed.","V tomto poli prosím použíjte pouze písmena (a-z), nebo číslice (0-9). Nejsou povoleny mezery ani jiné znaky."
"Please use only letters (a-z) or numbers (0-9) or spaces and # only in this field.","V tomto poli prosím použíjte pouze písmena (a-z), číslice (0-9), mezery, nebo #."
"Please use this date format: dd/mm/yyyy. For example 17/03/2006 for the 17th of March, 2006.","Použíjte prosím tento formát data: dd/mm/rrrr. Například 17/03/2006 pro 17. března, 2006."
"Please wait, loading...","Čekejte prosím, načítá se..."
"Please wait...","Prosím čekejte..."
"Please, add a few answers to this poll first","Nejprve přidejte odpovědi pro tuto anketu"
"Please, select visible in stores to this poll first","Nejprve označte v obchodě anketu za viditelnou"
"Poll Manager","Správce anket"
"Poll was successfully deleted","Anketa byla úspěšně smazána"
"Poll was successfully saved","Anketa byla úspěšně uložena"
"Position of Watermark for %s","Pozice vodoznaku pro %s"
"Preferred state","Preferovaný stav"
"Preparing to change $pkg, please wait...","Připravuji na změnu $pkg, prosím čekejte..."
"Preview","Náhled"
"Preview Template","Náhled šablony"
"Previous page","Předchozí"
"Price","Cena"
"Price alert subscription was saved successfully","Upozornění na změnu ceny bylo úspěšně uloženo"
"Price:","Cena:"
"Primary Billing Address","Hlavní fakturační adresa"
"Processed <strong>%s%% %s/%d</strong> records","Zpracováno <strong>%s%% %s/%d</strong> záznamů"
"Product","Produkt"
"Product Categories","Kategorie produktu"
"Product Thumbnail Itself","Náhled produktu"
"Products","Produkty"
"Profile Action","Akce profilu"
"Profile Actions XML","Události XML"
"Profile Direction","Kontrola profilu"
"Profile History","Historie profilu"
"Profile Information","Informace o profilu"
"Profile Name","Jméno profilu"
"Profile Wizard","Průvodce profilem"
"Profile was deleted","Profil byl smazán"
"Profile was successfully saved","Profil byl úspěšně uložen"
"Profiles","Profily"
"Promo","Promo"
"Promotions","Cenové akce"
"Provided Files","Poskytnuté soubory"
"Qty","Množství"
"Quantity","Množství"
"Radio Buttons","Radio Buttons"
"Rates","Sazby"
"Rating was successfully deleted","Hodnocení bylo úspěšně smazáno"
"Rating was successfully saved","Hodnocení bylo úspěšně uloženo"
"Read details","Read details"
"Recent Orders","Poslední objednávky"
"Recommended","Doporučený"
"Redirect","Přesměrování"
"Refresh","Obnovit"
"Region/State","Kraj/Stát"
"Release","Vydání"
"Release Info","Info o vydání"
"Release Stability","Stabilita vydání"
"Release Version","Verze vydání"
"Remote Extension Info","Informace o vzdálených rozšířeních"
"Remote FTP","Vzdálené FTP"
"Remote URL:","Vzdálené URL:"
"Remove","Odstranit"
"Reports","Přehledy"
"Request Path","Požadovaná cesta"
"Required","Vyžadováno"
"Reset","Vynulovat"
"Reset Filter","Resetovat filtr"
"Resize","Změnit velikost"
"Resource Access","Přístup ke zdrojům"
"Resources","Zdroje"
"Results","Výsledky"
"Retrieve Password","Získat heslo"
"Return Html Version","Vrátit HTML verzi"
"Revenue","Příjem"
"Role","Role"
"Role ID","ID Role"
"Role Info","Info o roli"
"Role Information","Informace o roli"
"Role Name","Jméno role"
"Role Resources","Zdroje role"
